id,username,created_at,lng,lat,text
1517586278161690624,MrsBeatrixVee,Fri Apr 22 19:28:58 +0000 2022,-122.3306025,47.614817,@brennx0r @justicar I think statistics said 84% of all Seattle Municipal Court defendants qualify for public defend… https://t.co/wH7u8ldSK4
1517586325913800706,KingCrownShots,Fri Apr 22 19:29:10 +0000 2022,-120.882482,47.273022,Being able to upload to YouTube has officially got me out of my last sticking lasting depression I’ve been stuck in… https://t.co/H0M40yVJtg
1517586330485551105,AngDianne4,Fri Apr 22 19:29:11 +0000 2022,-122.5957415,45.3451245,"Good God, the balls on this chick!!#MTGhearing #MTG #GOP"
1517586335371915264,Earthandme65,Fri Apr 22 19:29:12 +0000 2022,-120.58340150000001,44.1454365,"@mmpadellan You're correct, the 1/6 committee is watching and she's under oath.."
1517586340816179201,ajla_huremovic,Fri Apr 22 19:29:13 +0000 2022,-117.434547,47.667438,"i can forgive, but what sucks is that i’ll never be able to have the same trust in that person."
1517586347740917760,tmj_WAR_NURSING,Fri Apr 22 19:29:15 +0000 2022,-119.1372338,46.2112458,"Become a vital part of our team! By working at Fresenius Medical Care, you can discover the advantages of joining a… https://t.co/N3pc3fgp1J"
1517586351398391808,LeeBones17,Fri Apr 22 19:29:16 +0000 2022,-123.8365685,45.462742500000004,"@Brandon_Haye Geez you're really good looking,  would love to meat you 😋 😍 😜"
1517586356582592512,kitkatalack,Fri Apr 22 19:29:17 +0000 2022,-122.334461,47.307568,@Red_Gsus @chris_tanev You are welcome 😁
1517586361527595008,PlagueDoxxVT,Fri Apr 22 19:29:18 +0000 2022,-122.11002350000001,47.4851855,@AlexanderErebus Mine is milk candy milk tea with red beans topping!! 💕
1517586390313144320,CirclingSports,Fri Apr 22 19:29:25 +0000 2022,-122.3306025,47.614817,@Trunksthedj @seattlestorm Let’s go Trunks!!
1517586432138694656,tmj_OR_pharm,Fri Apr 22 19:29:35 +0000 2022,-118.0877188,45.3245771,"Fresenius Medical Care is hiring in #LaGrande, OR! Read about our latest #Pharmaceutical job opening via the link i… https://t.co/gZLbJ9T9Z6"
1517586459900858369,sonyawh55919237,Fri Apr 22 19:29:42 +0000 2022,-123.42868250000001,48.1128715,@metalmama80 I'd leave everything else stuff my dogs in my clothes I'm wearing and run. Its our ER plan already
1517586465001156608,NathanielDWill2,Fri Apr 22 19:29:43 +0000 2022,-122.506779,47.157103000000006,"@ERodBuster1 I remember when I was a kid, I wanted The Omnitrix from Ben 10 because I really love the concept of tu… https://t.co/YDBQyx24HF"
1517586480176132096,camcavers,Fri Apr 22 19:29:46 +0000 2022,-123.123581,49.257639,@Nevin_Thompson @Burgundavia @BillTieleman I’m laughing/crying now because I have freelanced for the real estate in… https://t.co/q5vdgNKMEB
1517586483552477184,Scott78173352,Fri Apr 22 19:29:47 +0000 2022,-119.48886949999999,46.2676045,@JoeNewberry @AwkwardAndOdd Don’t undersell yourself Joe. There’s probably a whole demographic that finds the morni… https://t.co/ZK2K7Mhsoh
1517586490905141248,flannelsorflip1,Fri Apr 22 19:29:49 +0000 2022,-122.29648850000001,47.442583,Am I the only one that gets to the airport and checks out all the other gates to see if people are going somewhere better than me ?
1517586504385630211,WRCAthletics,Fri Apr 22 19:29:52 +0000 2022,-122.80146,49.0434,Just posted a photo @ White Rock Christian Academy https://t.co/yXfGsjHssK
1517586512623259650,Cait_onthe_Luce,Fri Apr 22 19:29:54 +0000 2022,-122.3306025,47.614817,The lock on my mailbox was repaired and I found this beauty waiting for me! Alive at the End of the World by… https://t.co/EzOgXNwfdC
1517586516125528065,_Meyonic,Fri Apr 22 19:29:55 +0000 2022,-117.434547,47.667438,Horchata. Yes or no. https://t.co/1JDOh9Remq
1517586553572184066,Chatham253,Fri Apr 22 19:30:04 +0000 2022,-122.149768,47.5978565,I'm sure the enemies will be happy for us while they're getting fucking obliterated knowing our tanks are carbon ze… https://t.co/yLzH1M9Hq1
1517586566016774144,1RovingNomad,Fri Apr 22 19:30:07 +0000 2022,-123.070225,49.3156065,@KJHanif It's very rewarding to do it this way
1517586567392493568,sonyawh55919237,Fri Apr 22 19:30:07 +0000 2022,-123.42868250000001,48.1128715,@MeganMcLean8 Congratulations
1517586596257693696,DrJessicaLanger,Fri Apr 22 19:30:14 +0000 2022,-123.123581,49.257639,@samanthafraser No worries! :) Happy to chat meds any time.
1517586610044358656,Carsonaut,Fri Apr 22 19:30:17 +0000 2022,-117.434547,47.667438,McDonald's was founded by Mac and Dick McDonaldHow come there's only a Big Mac
1517586614670618624,LeeBones17,Fri Apr 22 19:30:18 +0000 2022,-123.8365685,45.462742500000004,@Brandon_Haye You'd still be fucking hot 🔥
1517586671230865409,nonavegan,Fri Apr 22 19:30:32 +0000 2022,-123.123581,49.257639,Here we gooo!! @CAhealthfood @BrandSeedMktg #CHFANOW https://t.co/4FuCstpk5x
1517586689316704256,gayforpray,Fri Apr 22 19:30:36 +0000 2022,-122.5355625,47.6476145,I’m on a really big boat https://t.co/CgD5T8xqfv
1517586692449787905,PoiDogReruns,Fri Apr 22 19:30:37 +0000 2022,-120.882482,47.273022,"@abbyacone @fox13seattle You. Were. AWESOMENESS!! 😀 You're truly fabulous covering stories live!  You are focused,… https://t.co/6GpWw0ugIA"
1517586703501864960,sonyawh55919237,Fri Apr 22 19:30:40 +0000 2022,-123.42868250000001,48.1128715,@typo_cat @NBCNews What about all the republican jerks who do it daily?
